"id_invoice","id_distributor","tanggal","nama_customer","nama_barang","kemasan","jumlah_barang","harga","brand","cabang_sales","group"
"IN6302","EPM","2022-02-23","APOTEK SINAR JAYA","KETOCONAZOLE TABLET 200 MG","TABLET",120,"2819.2","OGB & PH","Bekasi","Apotek"
"IN6061","TD","2022-02-24","APOTEK SAHABAT","ERGOTAMINE COFFEINE","BOTOL",12,"4592.1","ETIKAL","Padang","Apotek"
"IN6011","TA","2022-02-25","APOTEK TAPAK","TETRACYCLINE KAPSUL 250 MG","KAPSUL",10,"3991.9","MARCKS","Aceh","Apotek"
"IN6275","EPM","2022-02-26","APOTEK MAJA","AMBROXOL HC","BOTOL",67,"5780.7","VNS","Kuningan","Apotek"
"IN6114","TD","2022-02-27","KLINIK GM","PARACETAMOL","BOTOL",98,"6940.3","SLCYL","Jakarta","Klinik"
"IN6041","TD","2022-02-28","APOTEK MERDEKA","ACYCLOVIR DUS","DUS",5,"1169.91","OGB & PH","Bandung","Apotek"
"IN6069","TA","2022-03-01","KLINIK SAHABAT","ALERGINE TABLET SALUT","DUS",4,"2337.5","ETIKAL","Tangerang","Klinik"
"IN6239","EPM","2022-03-02","APOTEK SINAR JAYA","AMPICILLIN","BOTOL",8,"10690.6","MARCKS","Bekasi","Apotek"
"IN6137","TD","2022-03-03","APOTEK SAHABAT","TRAMADOL KAPSUL 50 MG","KAPSUL",9,"8700.7","VNS","Padang","Apotek"
"IN6189","TA","2022-03-04","KLINIK DR. ANDRI","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",1,"5648.3","SLCYL","Lampung","Klinik"
"IN6229","EPM","2022-03-05","APOTEK TAPAK","KETOCONAZOLE TABLET 200 MG","TABLET",5,"2819.2","OGB & PH","Aceh","Apotek"
"IN6110","TD","2022-03-06","APOTEK MAJA","ERGOTAMINE COFFEINE","BOTOL",9,"4592.1","ETIKAL","Kuningan","Apotek"
"IN6182","TA","2022-03-07","KLINIK GM","TETRACYCLINE KAPSUL 250 MG","KAPSUL",13,"3991.9","MARCKS","Jakarta","Klinik"
"IN6164","EPM","2022-03-08","APOTEK MERDEKA","AMBROXOL HC","BOTOL",1,"5780.7","VNS","Bandung","Apotek"
"IN6016","TD","2022-03-09","KLINIK SAHABAT","PARACETAMOL","BOTOL",5,"6940.3","SLCYL","Tangerang","Klinik"
"IN6043","TD","2022-03-10","APOTEK SINAR JAYA","ACYCLOVIR DUS","DUS",9,"1169.91","OGB & PH","Bekasi","Apotek"
"IN6020","TA","2022-03-11","APOTEK SAHABAT","ALERGINE TABLET SALUT","DUS",1,"2337.5","ETIKAL","Padang","Apotek"
"IN6206","EPM","2022-03-12","APOTEK TAPAK","AMPICILLIN","BOTOL",23,"10690.6","MARCKS","Aceh","Apotek"
"IN6055","TD","2022-03-13","APOTEK MAJA","TRAMADOL KAPSUL 50 MG","KAPSUL",4,"8700.7","VNS","Kuningan","Apotek"
"IN6092","TA","2022-03-14","KLINIK GM","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",2,"5648.3","SLCYL","Jakarta","Klinik"
"IN6177","EPM","2022-03-15","APOTEK MERDEKA","KETOCONAZOLE TABLET 200 MG","TABLET",17,"2819.2","OGB & PH","Bandung","Apotek"
"IN6209","TD","2022-03-16","KLINIK SAHABAT","ACYCLOVIR DUS","DUS",11,"4592.1","ETIKAL","Tangerang","Klinik"
"IN6250","TA","2022-03-17","APOTEK SINAR JAYA","ALERGINE TABLET SALUT","DUS",12,"3991.9","MARCKS","Bekasi","Apotek"
"IN6193","EPM","2022-03-18","APOTEK SAHABAT","AMPICILLIN","BOTOL",12,"5780.7","VNS","Padang","Apotek"
"IN6081","TD","2022-03-19","KLINIK DR. ANDRI","TRAMADOL KAPSUL 50 MG","KAPSUL",25,"6940.3","SLCYL","Lampung","Klinik"
"IN6149","TD","2022-03-20","APOTEK TAPAK","ACYCLOVIR DUS","DUS",14,"1169.91","OGB & PH","Aceh","Apotek"
"IN6014","TA","2022-03-21","APOTEK MAJA","ALERGINE TABLET SALUT","DUS",34,"2337.5","ETIKAL","Kuningan","Apotek"
"IN6290","EPM","2022-03-22","KLINIK GM","AMPICILLIN","BOTOL",67,"10690.6","MARCKS","Jakarta","Klinik"
"IN6051","TD","2022-03-23","APOTEK MERDEKA","TRAMADOL KAPSUL 50 MG","KAPSUL",15,"8700.7","VNS","Bandung","Apotek"
"IN6076","TA","2022-03-24","KLINIK SAHABAT","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",12,"5648.3","SLCYL","Tangerang","Klinik"
"IN6140","EPM","2022-03-25","APOTEK SINAR JAYA","KETOCONAZOLE TABLET 200 MG","TABLET",25,"2819.2","OGB & PH","Bekasi","Apotek"
"IN6080","TD","2022-03-26","APOTEK SAHABAT","ERGOTAMINE COFFEINE","BOTOL",14,"4592.1","ETIKAL","Padang","Apotek"
"IN6153","TD","2022-03-27","APOTEK TAPAK","TETRACYCLINE KAPSUL 250 MG","KAPSUL",18,"3991.9","MARCKS","Aceh","Apotek"
"IN5979","TA","2022-03-28","APOTEK MAJA","AMBROXOL HC","BOTOL",18,"5780.7","VNS","Kuningan","Apotek"
"IN6098","EPM","2022-03-29","KLINIK GM","PARACETAMOL","BOTOL",19,"6940.3","SLCYL","Jakarta","Klinik"
"IN6078","TD","2022-03-30","APOTEK MERDEKA","ACYCLOVIR DUS","DUS",12,"1169.91","OGB & PH","Bandung","Apotek"
"IN6085","TA","2022-03-31","KLINIK SAHABAT","ALERGINE TABLET SALUT","DUS",25,"2337.5","ETIKAL","Tangerang","Klinik"
"IN6018","EPM","2022-04-01","APOTEK SINAR JAYA","AMPICILLIN","BOTOL",14,"10690.6","MARCKS","Bekasi","Apotek"
"IN6001","TD","2022-04-02","APOTEK SAHABAT","TRAMADOL KAPSUL 50 MG","KAPSUL",21,"8700.7","VNS","Padang","Apotek"
"IN6271","TA","2022-04-03","KLINIK DR. ANDRI","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",22,"5648.3","SLCYL","Lampung","Klinik"
"IN6207","EPM","2022-04-04","APOTEK TAPAK","KETOCONAZOLE TABLET 200 MG","TABLET",12,"2819.2","OGB & PH","Aceh","Apotek"
"IN6187","TD","2022-04-05","APOTEK MAJA","ERGOTAMINE COFFEINE","BOTOL",25,"4592.1","ETIKAL","Kuningan","Apotek"
"IN5995","TD","2022-04-06","KLINIK GM","TETRACYCLINE KAPSUL 250 MG","KAPSUL",14,"3991.9","MARCKS","Jakarta","Klinik"
"IN6156","TA","2022-04-07","APOTEK MERDEKA","AMBROXOL HC","BOTOL",24,"5780.7","VNS","Bandung","Apotek"
"IN6232","EPM","2022-04-08","KLINIK SAHABAT","PARACETAMOL","BOTOL",10,"6940.3","SLCYL","Tangerang","Klinik"
"IN5998","TD","2022-04-09","APOTEK SINAR JAYA","ACYCLOVIR DUS","DUS",23,"1169.91","OGB & PH","Bekasi","Apotek"
"IN6227","TA","2022-04-10","APOTEK SAHABAT","ALERGINE TABLET SALUT","DUS",12,"2337.5","ETIKAL","Padang","Apotek"
"IN6027","EPM","2022-04-11","APOTEK TAPAK","AMPICILLIN","BOTOL",10,"10690.6","MARCKS","Aceh","Apotek"
"IN6157","TD","2022-04-12","APOTEK MAJA","TRAMADOL KAPSUL 50 MG","KAPSUL",67,"8700.7","VNS","Kuningan","Apotek"
"IN6180","TA","2022-04-13","KLINIK GM","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",98,"5648.3","SLCYL","Jakarta","Klinik"
"IN6257","EPM","2022-04-14","APOTEK MERDEKA","KETOCONAZOLE TABLET 200 MG","TABLET",5,"2819.2","OGB & PH","Bandung","Apotek"
"IN6031","TD","2022-04-15","KLINIK SAHABAT","ACYCLOVIR DUS","DUS",4,"4592.1","ETIKAL","Tangerang","Klinik"
"IN6075","TA","2022-04-16","APOTEK MERDEKA","AMBROXOL HC","BOTOL",48,"5780.7","VNS","Bandung","Apotek"
"IN6082","TD","2022-04-16","APOTEK SINAR JAYA","ALERGINE TABLET SALUT","DUS",8,"3991.9","MARCKS","Bekasi","Apotek"
"IN6174","TA","2022-04-17","APOTEK SAHABAT","AMPICILLIN","BOTOL",9,"5780.7","VNS","Padang","Apotek"
"IN6218","EPM","2022-04-17","KLINIK SAHABAT","PARACETAMOL","BOTOL",21,"6940.3","SLCYL","Tangerang","Klinik"
"IN5985","TD","2022-04-18","APOTEK SINAR JAYA","ACYCLOVIR DUS","DUS",22,"1169.91","OGB & PH","Bekasi","Apotek"
"IN6138","TD","2022-04-18","KLINIK SAHABAT","ALERGINE TABLET SALUT","DUS",10,"2337.5","ETIKAL","Tangerang","Klinik"
"IN6194","TA","2022-04-18","APOTEK MAJA","AMBROXOL HC","BOTOL",25,"5780.7","VNS","Kuningan","Apotek"
"IN6237","EPM","2022-04-18","KLINIK DR. ANDRI","TRAMADOL KAPSUL 50 MG","KAPSUL",10,"6940.3","SLCYL","Lampung","Klinik"
"IN5987","EPM","2022-04-19","KLINIK GM","PARACETAMOL","BOTOL",14,"6940.3","SLCYL","Jakarta","Klinik"
"IN6021","TD","2022-04-19","APOTEK TAPAK","ACYCLOVIR DUS","DUS",7,"1169.91","OGB & PH","Aceh","Apotek"
"IN6154","TA","2022-04-19","APOTEK SAHABAT","ALERGINE TABLET SALUT","DUS",12,"2337.5","ETIKAL","Padang","Apotek"
"IN6316","TA","2022-04-19","APOTEK SINAR JAYA","AMPICILLIN","BOTOL",120,"10690.6","MARCKS","Bekasi","Apotek"
"IN6019","EPM","2022-04-20","APOTEK SAHABAT","TRAMADOL KAPSUL 50 MG","KAPSUL",12,"8700.7","VNS","Padang","Apotek"
"IN6056","TA","2022-04-20","APOTEK MAJA","ALERGINE TABLET SALUT","DUS",100,"2337.5","ETIKAL","Kuningan","Apotek"
"IN6145","EPM","2022-04-20","APOTEK TAPAK","AMPICILLIN","BOTOL",25,"10690.6","MARCKS","Aceh","Apotek"
"IN6313","TD","2022-04-20","APOTEK MERDEKA","ACYCLOVIR DUS","DUS",24,"1169.91","OGB & PH","Bandung","Apotek"
"IN5983","EPM","2022-04-21","KLINIK GM","AMPICILLIN","BOTOL",67,"10690.6","MARCKS","Jakarta","Klinik"
"IN6315","TD","2022-04-21","APOTEK MAJA","TRAMADOL KAPSUL 50 MG","KAPSUL",14,"8700.7","VNS","Kuningan","Apotek"
"IN6139","TD","2022-04-22","APOTEK MERDEKA","TRAMADOL KAPSUL 50 MG","KAPSUL",78,"8700.7","VNS","Bandung","Apotek"
"IN6126","TD","2022-04-23","KLINIK SAHABAT","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",45,"5648.3","SLCYL","Tangerang","Klinik"
"IN6127","TA","2022-04-24","APOTEK SINAR JAYA","KETOCONAZOLE TABLET 200 MG","TABLET",34,"2819.2","OGB & PH","Bekasi","Apotek"
"IN6035","EPM","2022-04-25","APOTEK SAHABAT","ERGOTAMINE COFFEINE","BOTOL",20,"4592.1","ETIKAL","Padang","Apotek"
"IN6047","TA","2022-04-26","APOTEK TAPAK","KETOCONAZOLE TABLET 200 MG","TABLET",12,"2819.2","OGB & PH","Aceh","Apotek"
"IN6309","TD","2022-04-26","APOTEK TAPAK","TETRACYCLINE KAPSUL 250 MG","KAPSUL",45,"3991.9","MARCKS","Aceh","Apotek"
"IN6071","EPM","2022-04-27","APOTEK MAJA","ERGOTAMINE COFFEINE","BOTOL",95,"4592.1","ETIKAL","Kuningan","Apotek"
"IN6073","TA","2022-04-27","APOTEK MAJA","AMBROXOL HC","BOTOL",34,"5780.7","VNS","Kuningan","Apotek"
"IN6009","TD","2022-04-28","KLINIK GM","TETRACYCLINE KAPSUL 250 MG","KAPSUL",76,"3991.9","MARCKS","Jakarta","Klinik"
"IN6277","EPM","2022-04-28","KLINIK GM","PARACETAMOL","BOTOL",34,"6940.3","SLCYL","Jakarta","Klinik"
"IN6197","TD","2022-04-29","APOTEK MERDEKA","ACYCLOVIR DUS","DUS",34,"1169.91","OGB & PH","Bandung","Apotek"
"IN6097","TD","2022-04-30","APOTEK MAJA","AMBROXOL HC","BOTOL",100,"5780.7","VNS","Kuningan","Apotek"
"IN6101","EPM","2022-04-30","APOTEK SAHABAT","TRAMADOL KAPSUL 50 MG","KAPSUL",20,"8700.7","VNS","Padang","Apotek"
"IN6106","EPM","2022-04-30","APOTEK MERDEKA","TRAMADOL KAPSUL 50 MG","KAPSUL",4,"8700.7","VNS","Bandung","Apotek"
"IN6132","TD","2022-04-30","APOTEK SAHABAT","AMPICILLIN","BOTOL",12,"5780.7","VNS","Padang","Apotek"
"IN6225","TA","2022-04-30","KLINIK SAHABAT","ALERGINE TABLET SALUT","DUS",44,"2337.5","ETIKAL","Tangerang","Klinik"
"IN6249","EPM","2022-04-30","APOTEK MAJA","TRAMADOL KAPSUL 50 MG","KAPSUL",25,"8700.7","VNS","Kuningan","Apotek"
"IN6265","TD","2022-04-30","APOTEK MERDEKA","AMBROXOL HC","BOTOL",25,"5780.7","VNS","Bandung","Apotek"
"IN6304","TD","2022-04-30","APOTEK MERDEKA","AMBROXOL HC","BOTOL",44,"5780.7","VNS","Bandung","Apotek"
"IN6310","EPM","2022-04-30","APOTEK SAHABAT","TRAMADOL KAPSUL 50 MG","KAPSUL",14,"8700.7","VNS","Padang","Apotek"
"IN5984","TD","2022-05-01","KLINIK SAHABAT","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",8,"5648.3","SLCYL","Tangerang","Klinik"
"IN5989","TA","2022-05-01","KLINIK GM","PARACETAMOL","BOTOL",67,"6940.3","SLCYL","Jakarta","Klinik"
"IN5999","EPM","2022-05-01","APOTEK SINAR JAYA","AMPICILLIN","BOTOL",5,"10690.6","MARCKS","Bekasi","Apotek"
"IN6004","TA","2022-05-01","KLINIK SAHABAT","PARACETAMOL","BOTOL",5,"6940.3","SLCYL","Tangerang","Klinik"
"IN6030","TA","2022-05-01","KLINIK DR. ANDRI","TRAMADOL KAPSUL 50 MG","KAPSUL",10,"6940.3","SLCYL","Lampung","Klinik"
"IN6044","TD","2022-05-01","KLINIK DR. ANDRI","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",18,"5648.3","SLCYL","Lampung","Klinik"
"IN6067","TD","2022-05-01","KLINIK GM","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",14,"5648.3","SLCYL","Jakarta","Klinik"
"IN6142","TD","2022-05-01","KLINIK DR. ANDRI","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",45,"5648.3","SLCYL","Lampung","Klinik"
"IN6158","TA","2022-05-01","KLINIK SAHABAT","PARACETAMOL","BOTOL",14,"6940.3","SLCYL","Tangerang","Klinik"
"IN6007","TD","2022-05-02","APOTEK SINAR JAYA","KETOCONAZOLE TABLET 200 MG","TABLET",9,"2819.2","OGB & PH","Bekasi","Apotek"
"IN6094","EPM","2022-05-02","APOTEK TAPAK","ACYCLOVIR DUS","DUS",67,"1169.91","OGB & PH","Aceh","Apotek"
"IN6105","EPM","2022-05-02","APOTEK SINAR JAYA","ACYCLOVIR DUS","DUS",21,"1169.91","OGB & PH","Bekasi","Apotek"
"IN6143","TD","2022-05-02","APOTEK MERDEKA","KETOCONAZOLE TABLET 200 MG","TABLET",24,"2819.2","OGB & PH","Bandung","Apotek"
"IN6151","EPM","2022-05-02","APOTEK MERDEKA","ACYCLOVIR DUS","DUS",78,"1169.91","OGB & PH","Bandung","Apotek"
"IN6178","TA","2022-05-02","APOTEK TAPAK","KETOCONAZOLE TABLET 200 MG","TABLET",18,"2819.2","OGB & PH","Aceh","Apotek"
"IN6223","TD","2022-05-02","APOTEK SAHABAT","TRAMADOL KAPSUL 50 MG","KAPSUL",6,"8700.7","VNS","Padang","Apotek"
"IN6312","TD","2022-05-02","APOTEK TAPAK","KETOCONAZOLE TABLET 200 MG","TABLET",34,"2819.2","OGB & PH","Aceh","Apotek"
"IN5990","TA","2022-05-03","KLINIK SAHABAT","ACYCLOVIR DUS","DUS",10,"4592.1","ETIKAL","Tangerang","Klinik"
"IN6037","TD","2022-05-03","KLINIK SAHABAT","ALERGINE TABLET SALUT","DUS",45,"2337.5","ETIKAL","Tangerang","Klinik"
"IN6112","TA","2022-05-03","APOTEK MAJA","ERGOTAMINE COFFEINE","BOTOL",34,"4592.1","ETIKAL","Kuningan","Apotek"
"IN6115","TA","2022-05-03","APOTEK SAHABAT","ERGOTAMINE COFFEINE","BOTOL",10,"4592.1","ETIKAL","Padang","Apotek"
"IN6213","TD","2022-05-03","APOTEK SAHABAT","ALERGINE TABLET SALUT","DUS",22,"2337.5","ETIKAL","Padang","Apotek"
"IN6270","EPM","2022-05-03","APOTEK MAJA","ERGOTAMINE COFFEINE","BOTOL",19,"4592.1","ETIKAL","Kuningan","Apotek"
"IN6273","TD","2022-05-03","KLINIK DR. ANDRI","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",79,"5648.3","SLCYL","Lampung","Klinik"
"IN6294","TD","2022-05-03","APOTEK MAJA","ALERGINE TABLET SALUT","DUS",98,"2337.5","ETIKAL","Kuningan","Apotek"
"IN6168","TD","2022-05-13","KLINIK GM","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",24,"5648.3","SLCYL","Jakarta","Klinik"
"IN6192","TA","2022-05-14","APOTEK MERDEKA","KETOCONAZOLE TABLET 200 MG","TABLET",10,"2819.2","OGB & PH","Bandung","Apotek"
"IN6285","EPM","2022-05-15","KLINIK SAHABAT","ACYCLOVIR DUS","DUS",130,"4592.1","ETIKAL","Tangerang","Klinik"
"IN6077","TD","2022-05-16","APOTEK SINAR JAYA","ALERGINE TABLET SALUT","DUS",12,"3991.9","MARCKS","Bekasi","Apotek"
"IN6057","TA","2022-05-17","APOTEK SAHABAT","AMPICILLIN","BOTOL",10,"5780.7","VNS","Padang","Apotek"
"IN6252","EPM","2022-05-18","KLINIK DR. ANDRI","TRAMADOL KAPSUL 50 MG","KAPSUL",67,"6940.3","SLCYL","Lampung","Klinik"
"IN6272","TD","2022-05-19","APOTEK TAPAK","ACYCLOVIR DUS","DUS",98,"1169.91","OGB & PH","Aceh","Apotek"
"IN6283","TD","2022-05-19","KLINIK DR. ANDRI","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",10,"5648.3","SLCYL","Lampung","Klinik"
"IN6150","TD","2022-05-20","APOTEK MAJA","ALERGINE TABLET SALUT","DUS",5,"2337.5","ETIKAL","Kuningan","Apotek"
"IN6169","TA","2022-05-20","APOTEK TAPAK","KETOCONAZOLE TABLET 200 MG","TABLET",67,"2819.2","OGB & PH","Aceh","Apotek"
"IN6121","EPM","2022-05-21","APOTEK MAJA","ERGOTAMINE COFFEINE","BOTOL",98,"4592.1","ETIKAL","Kuningan","Apotek"
"IN6298","TA","2022-05-21","KLINIK GM","AMPICILLIN","BOTOL",4,"10690.6","MARCKS","Jakarta","Klinik"
"IN6117","TD","2022-05-22","KLINIK GM","TETRACYCLINE KAPSUL 250 MG","KAPSUL",5,"3991.9","MARCKS","Jakarta","Klinik"
"IN6295","EPM","2022-05-22","APOTEK MERDEKA","TRAMADOL KAPSUL 50 MG","KAPSUL",8,"8700.7","VNS","Bandung","Apotek"
"IN6022","TD","2022-05-23","KLINIK SAHABAT","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",9,"5648.3","SLCYL","Tangerang","Klinik"
"IN6201","TA","2022-05-23","APOTEK MERDEKA","AMBROXOL HC","BOTOL",4,"5780.7","VNS","Bandung","Apotek"
"IN6090","TA","2022-05-24","APOTEK SINAR JAYA","KETOCONAZOLE TABLET 200 MG","TABLET",21,"2819.2","OGB & PH","Bekasi","Apotek"
"IN6179","EPM","2022-05-24","KLINIK SAHABAT","PARACETAMOL","BOTOL",8,"6940.3","SLCYL","Tangerang","Klinik"
"IN5978","TD","2022-05-25","APOTEK SINAR JAYA","ACYCLOVIR DUS","DUS",9,"1169.91","OGB & PH","Bekasi","Apotek"
"IN5996","EPM","2022-05-25","APOTEK SAHABAT","ERGOTAMINE COFFEINE","BOTOL",22,"4592.1","ETIKAL","Padang","Apotek"
"IN5993","TD","2022-05-26","APOTEK SAHABAT","ALERGINE TABLET SALUT","DUS",1,"2337.5","ETIKAL","Padang","Apotek"
"IN6111","TD","2022-05-26","APOTEK TAPAK","TETRACYCLINE KAPSUL 250 MG","KAPSUL",12,"3991.9","MARCKS","Aceh","Apotek"
"IN6160","TA","2022-05-27","APOTEK TAPAK","AMPICILLIN","BOTOL",5,"10690.6","MARCKS","Aceh","Apotek"
"IN6282","EPM","2022-05-28","APOTEK MAJA","TRAMADOL KAPSUL 50 MG","KAPSUL",9,"8700.7","VNS","Kuningan","Apotek"
"IN6093","TD","2022-05-29","KLINIK GM","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",13,"5648.3","SLCYL","Jakarta","Klinik"
"IN6166","TA","2022-05-30","APOTEK MERDEKA","KETOCONAZOLE TABLET 200 MG","TABLET",1,"2819.2","OGB & PH","Bandung","Apotek"
"IN6010","EPM","2022-05-31","KLINIK SAHABAT","ACYCLOVIR DUS","DUS",5,"4592.1","ETIKAL","Tangerang","Klinik"
"IN6100","TD","2022-06-01","APOTEK SINAR JAYA","ALERGINE TABLET SALUT","DUS",9,"3991.9","MARCKS","Bekasi","Apotek"
"IN6222","TD","2022-06-02","APOTEK SAHABAT","AMPICILLIN","BOTOL",1,"5780.7","VNS","Padang","Apotek"
"IN6032","TA","2022-06-03","KLINIK DR. ANDRI","TRAMADOL KAPSUL 50 MG","KAPSUL",23,"6940.3","SLCYL","Lampung","Klinik"
"IN6198","EPM","2022-06-04","APOTEK TAPAK","ACYCLOVIR DUS","DUS",4,"1169.91","OGB & PH","Aceh","Apotek"
"IN6212","TD","2022-06-05","APOTEK MAJA","ALERGINE TABLET SALUT","DUS",2,"2337.5","ETIKAL","Kuningan","Apotek"
"IN6288","TA","2022-06-06","KLINIK GM","AMPICILLIN","BOTOL",17,"10690.6","MARCKS","Jakarta","Klinik"
"IN6059","EPM","2022-06-07","APOTEK MERDEKA","TRAMADOL KAPSUL 50 MG","KAPSUL",11,"8700.7","VNS","Bandung","Apotek"
"IN6236","TD","2022-06-08","KLINIK SAHABAT","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","TABLET",12,"5648.3","SLCYL","Tangerang","Klinik"
"IN6296","TA","2022-06-09","APOTEK SINAR JAYA","KETOCONAZOLE TABLET 200 MG","TABLET",12,"2819.2","OGB & PH","Bekasi","Apotek"
"IN6324","EPM","2022-06-10","APOTEK SAHABAT","ERGOTAMINE COFFEINE","BOTOL",25,"4592.1","ETIKAL","Padang","Apotek"
"IN6091","TD","2022-06-11","APOTEK TAPAK","TETRACYCLINE KAPSUL 250 MG","KAPSUL",14,"3991.9","MARCKS","Aceh","Apotek"
"IN6033","TD","2022-06-12","APOTEK MAJA","AMBROXOL HC","BOTOL",34,"5780.7","VNS","Kuningan","Apotek"
"IN6159","TA","2022-06-13","KLINIK GM","PARACETAMOL","BOTOL",67,"6940.3","SLCYL","Jakarta","Klinik"
"IN6264","EPM","2022-06-14","APOTEK MERDEKA","ACYCLOVIR DUS","DUS",15,"1169.91","OGB & PH","Bandung","Apotek"
"IN6046","TD","2022-06-15","KLINIK SAHABAT","ALERGINE TABLET SALUT","DUS",12,"2337.5","ETIKAL","Tangerang","Klinik"
"IN5992","EPM","2022-06-16","APOTEK SINAR JAYA","ALERGINE TABLET SALUT","DUS",23,"3991.9","MARCKS","Bekasi","Apotek"
"IN6000","EPM","2022-06-16","APOTEK TAPAK","TETRACYCLINE KAPSUL 250 MG","KAPSUL",7,"3991.9","MARCKS","Aceh","Apotek"
"IN6012","TA","2022-06-16","KLINIK GM","AMPICILLIN","BOTOL",5,"10690.6","MARCKS","Jakarta","Klinik"
"IN6109","TA","2022-06-16","APOTEK TAPAK","AMPICILLIN","BOTOL",12,"10690.6","MARCKS","Aceh","Apotek"
"IN6123","TD","2022-06-16","KLINIK GM","TETRACYCLINE KAPSUL 250 MG","KAPSUL",12,"3991.9","MARCKS","Jakarta","Klinik"
"IN6165","TA","2022-06-16","APOTEK SINAR JAYA","AMPICILLIN","BOTOL",34,"10690.6","MARCKS","Bekasi","Apotek"
"IN6204","EPM","2022-06-16","KLINIK GM","TETRACYCLINE KAPSUL 250 MG","KAPSUL",34,"3991.9","MARCKS","Jakarta","Klinik"
"IN6268","TA","2022-06-16","APOTEK SINAR JAYA","AMPICILLIN","BOTOL",25,"10690.6","MARCKS","Bekasi","Apotek"
